Id,Predicted
19307997,281.9576410564331
20176193,128.89306094674356
19485371,156.21712469432057
13079990,85.44723773977354
22339757,161.2740664078943
7717071,157.01916183798133
19416433,136.03037865351232
28602814,247.14735041635694
3167768,336.18352927357387
22026277,183.21904186423248
20982450,61.93985621178008
16271468,158.89058183985642
14445183,125.44596024733957
6040356,83.30847202334488
11484489,156.48447040887416
29541600,136.03037865351232
2793834,157.2865075525349
588677,132.63590095049372
22940375,160.67845540398068
26126728,183.21904186423248
8072662,183.21904186423248
26250574,33.71369738164245
19568889,203.67313361959432
2048796,61.93985621178008
24938213,162.90076755816014
8555036,183.21904186423248
22108302,107.90427776227453
3625656,88.94177338169199
11238715,80.90236059236263
5041360,88.94177338169199
3989564,83.04112630879129
22662308,297.52153533877583
17728208,157.01916183798133
13597896,183.1164540737598
13083638,82.23908916513054
8760775,157.5538532670885
25518930,80.90236059236263
17256297,205.08982311989058
1975069,161.56403898539224
479285,62.74189335544084
22050058,110.81255463735009
21844210,254.95572388652116
25835470,79.62947408593254
27853108,139.8217092584266
9486111,271.1568973884438
23148095,65.14800478642309
26603929,209.90582639222964
6272181,107.90427776227453
22674576,156.75181612342774
20758205,175.27968701380297
22928982,440.55901533434405
28582815,155.0929409729947
13406622,302.94642424090205
24429072,228.75206344989545
4031951,107.90427776227453
25380861,157.2865075525349
18946416,179.9083054991168
9028856,226.88064344802035
29455324,230.40770507495264
23342877,82.50643487968412
28333465,81.97174345057695
29335812,183.21904186423248
15621557,107.90427776227453
22240208,256.02510674473547
14851292,179.15728880819302
13649833,156.21712469432057
6843556,203.40578790504074
4881610,41.75311017097181
14125183,81.97174345057695
13374115,179.69198023730016
12495831,131.70127988291924
11963123,129.77505901793265
16024539,80.90236059236263
4351563,80.90236059236263
27141784,161.56403898539224
14684699,103.57517899168148
5031569,81.4370520214698
9046203,195.5747875719322
16238779,85.26363336312286
4629359,274.63239167764027
3811186,102.77314184802073
8703711,106.78332756632447
26814509,205.08982311989058
17556436,107.90427776227453
27368543,205.08982311989058
16456543,107.90427776227453
190542,103.04048756257431
18753645,103.04048756257431
14928996,134.32371657571812
24918804,181.56340023917525
29569480,79.62947408593254
4434797,29.448440677387225
7403108,183.21904186423248
14070967,84.34532889654535
28624477,107.90427776227453
7632182,161.02934755628507
27507052,107.55283872497137
10681555,111.70191862913623
26224149,80.90236059236263
15010339,156.21712469432057
21979587,83.57581773789846
491123,82.23908916513054
1703303,103.57517899168148
13276073,223.53360068751627
10336325,158.89058183985642
18504631,63.81127621365518
12983221,157.5538532670885
28893280,157.23135470457672
10995810,88.94177338169199
29490463,14.75119300105991
19476873,175.27968701380297
11693193,128.89306094674356
3766496,181.83074595372884
13936825,62.74189335544084
9331413,132.10120952138655
15144105,80.90236059236263
25763994,157.01916183798133
18457273,156.21712469432057
10120414,183.21904186423248
26770369,110.81255463735009
26035905,82.23908916513054
7367864,110.09784434181474
18736642,107.90427776227453
21190435,67.28677050285175
3750917,107.90427776227453
29260109,386.9502745639634
26236287,222.46835022452316
23744530,183.21904186423248
22937557,80.90236059236263
11069190,156.21712469432057
14535422,158.35589041074925
29615038,107.90427776227453
28978145,80.90236059236263
9116831,107.90427776227453
4728136,83.57581773789846
26337553,80.90236059236263
20136238,107.90427776227453
19343700,179.15728880819302
16409970,230.40770507495264
25740704,315.91682230523725
27604010,225.27656916069887
29490455,230.40770507495264
9429015,157.5538532670885
17575407,80.90236059236263
17481087,183.21904186423248
29391342,155.0929409729947
16163768,179.69198023730016
21139341,204.74251647780866
301372,82.50643487968412
18824754,103.04048756257431
28652436,183.21904186423248
14762427,157.5538532670885
26338854,183.43482024105035
23902815,96.94310346557762
25289041,281.9576410564331
4325244,179.95932595185374
2695372,136.03037865351232
715070,183.21904186423248
21293326,157.2865075525349
4235620,62.74189335544084
27573123,33.71369738164245
5562710,181.29605452462167
6227341,107.90427776227453
9955143,180.4940173809609
22838613,116.14042757569987
8736291,102.77314184802073
22339572,158.33326354780488
7542840,157.82119898164208
11957593,81.70439773602337
25413957,176.6164155865709
8371626,156.21712469432057
13485043,243.31718356448144
20775042,107.90427776227453
15468790,107.58536470998523
7434615,129.77505901793265
26401133,183.21904186423248
7082866,156.21712469432057
9883870,275.7017745358546
13092522,132.45229657384303
26716581,103.3078332771279
18840683,80.90236059236263
13996108,206.64287695447513
26039386,33.71369738164245
27584712,107.90427776227453
1771989,157.82119898164208
13431961,179.69198023730016
14365130,113.30599291645773
23480798,130.22978951951146
24538997,82.23908916513054
20333200,157.5538532670885
16163482,234.7689778457129
294353,84.6452005961128
16214500,156.75181612342774
12325291,413.9044048065141
918049,157.82119898164208
14110144,156.21712469432057
28670804,230.40770507495264
20504269,156.21712469432057
258740,178.88994309363943
22249905,156.21712469432057
29282847,226.96060437554868
14153242,157.5538532670885
6452188,178.35525166453226
22878070,253.83154016519532
14403485,157.01916183798133
12990172,183.21904186423248
12970522,157.82119898164208
19429274,107.90427776227453
13788900,262.5251452319244
21026558,156.21712469432057
15079046,157.2865075525349
20516112,81.16970630691621
18354821,61.93985621178008
17791923,180.22667166640733
25033991,223.9172137249866
27283118,156.21712469432057
17790276,60.71561455155435
21217451,103.84252470623507
4244479,179.4246345227466
19431893,65.14800478642309
7458297,107.90427776227453
21838658,209.63848067767606
19764136,178.62259737908585
24352306,178.88994309363943
3951363,107.90427776227453
3758296,157.01916183798133
8241894,77.98059908499508
12050280,183.21904186423248
27133188,105.44659899355656
22153425,104.37721613534222
4447524,156.21712469432057
21550105,183.21904186423248
3929669,102.77314184802073
19787238,172.25786756753556
12806016,215.8414945402688
16544473,150.76384220240166
2267692,83.57581773789846
756892,156.21712469432057
17450190,161.56403898539224
83243,102.53418972325974
17590481,318.07821488461036
6919971,130.89924273925848
276120,223.70088846316995
24313537,227.14798916257394
18361399,133.03800845568716
8964308,81.4370520214698
1604488,103.3078332771279
7973484,206.61393647968376
20569589,178.35525166453226
24444586,134.32371657571812
17298,244.63487078452746
26197763,107.90427776227453
2284454,281.9576410564331
16634804,157.2865075525349
2552938,201.2954157784047
26950547,220.70528473996902
25183760,205.08982311989058
10175187,107.90427776227453
19384143,183.21904186423248
8625398,156.21712469432057
6926686,156.21712469432057
27338569,201.2954157784047
26258306,183.21904186423248
6014327,183.21904186423248
26475819,81.70439773602337
13115688,136.03037865351232
3344383,203.40578790504074
27435179,61.93985621178008
3944737,82.50643487968412
23644347,62.74189335544084
21780636,183.21904186423248
5682992,183.21904186423248
253815,8.663161141133955
10038776,65.14800478642309
6809332,178.08790594997868
15037251,178.88994309363943
7516992,161.56403898539224
19307798,183.21904186423248
1132201,104.64456184989581
4359703,179.4246345227466
976167,83.04112630879129
20827546,107.90427776227453
21171726,109.0284614836004
26735765,80.90236059236263
15494542,178.62259737908585
10289124,173.43666060172052
24678015,79.75655369213015
9089306,157.82119898164208
21211033,102.77314184802073
16740779,149.9618050587409
8504231,181.02870881006808
25949165,183.21904186423248
3359001,178.62259737908585
24583519,80.90236059236263
3850493,195.04009614282504
19530652,107.90427776227453
19409691,136.03037865351232
17881079,34.5157345253032
23122670,103.57517899168148
16867729,80.90236059236263
11159781,62.74189335544084
16364491,222.36415989040202
22304581,208.30175210490816
5409372,80.90236059236263
23484328,107.90427776227453
5816154,136.99717372125397
13619661,107.90427776227453
16648750,156.21712469432057
19298911,107.90427776227453
21593872,113.57333863101131
23903189,156.21712469432057
14024257,158.89058183985642
25317793,63.81127621365518
1479113,159.42527326896356
13604994,80.90236059236263
10475047,80.90236059236263
2303583,159.69261898351715
16050081,124.64392310367882
27952152,136.99717372125397
17152350,208.48535648155885
19969420,158.62323612530284
25101138,111.70191862913623
10050847,88.92273202897013
11888948,158.89058183985642
2127713,159.95996469807073
4948953,107.90427776227453
6297613,158.35589041074925
16679726,86.21674889842043
9843826,156.21712469432057
21422090,88.94177338169199
18748170,80.90236059236263
3826037,63.81127621365518
840103,83.57581773789846
13004741,157.5538532670885
27018851,237.44493008137331
9247923,158.08854469619567
7808003,177.60478185860723
915020,103.57517899168148
19787716,107.90427776227453
9318504,102.77314184802073
15412415,179.4246345227466
28302975,220.70528473996902
24538208,109.56315291270757
391948,116.6979407679035
6607833,80.90236059236263
8045421,156.21712469432057
20904409,28.111712104619308
25946172,84.88768960638396
9512419,159.42527326896356
26951357,111.59555042828897
10338696,8.647042279943456
3352608,338.58964070455613
28491822,103.5430049915143
29630309,88.94177338169199
20586035,81.16970630691621
24390991,249.47026739443507
29313136,205.08982311989058
28127009,137.7992108649147
26747409,107.90427776227453
25292558,156.21712469432057
10212686,83.57581773789846
20741563,80.90236059236263
4482783,80.90236059236263
9464046,80.90236059236263
635282,103.84252470623507
9754751,154.55411714866628
25816212,275.08353666899666
21678001,225.27656916069887
10318675,80.90236059236263
6048412,277.59636828567284
16027312,132.77066274113358
23540017,81.4370520214698
23545634,136.03037865351232
24823077,104.17749289750105
8989380,84.88768960638396
27306234,80.90236059236263
23355364,281.9576410564331
21658519,130.89924273925848
27967972,83.84316345245205
28510269,61.93985621178008
23002371,136.03037865351232
7116670,183.21904186423248
23875454,207.767060675801
3038614,223.38252229587943
7205064,183.21904186423248
16380258,158.62323612530284
29382702,136.03037865351232
16514808,159.45421374375493
14710717,81.16970630691621
14201811,183.21904186423248
23291441,86.24927488343428
21845154,178.08790594997868
521522,81.4370520214698
11491051,109.0284614836004
13997415,195.30744185737862
1645181,151.03118791695525
6758846,155.0929409729947
27901272,110.89988148547548
18517584,107.90427776227453
19911921,181.83074595372884
13548101,104.37721613534222
25995800,230.40770507495264
18754907,88.94177338169199
13908291,206.64287695447513
27964166,271.9589345321044
10972514,183.21904186423248
19698644,194.77275042827145
29435698,80.90236059236263
1637178,110.63253577092189
8547691,157.2865075525349
29052983,179.95932595185374
259946,82.43001083766599
17405775,88.94177338169199
2660576,82.7737805942377
7094539,226.8296229952834
9831392,41.75311017097181
8119018,157.5538532670885
12070965,79.62947408593254
27366434,160.22731041262432
16122223,207.767060675801
28680576,156.21712469432057
4756280,80.90236059236263
11849017,262.791205626228
19981889,157.01916183798133
6660373,157.5538532670885
26258407,206.61393647968376
17847644,104.37721613534222
12604187,178.88994309363943
11007370,281.9576410564331
27975725,61.93985621178008
9960135,158.35589041074925
28182409,101.50025534159064
16394193,61.93985621178008
22885310,82.50643487968412
3553679,156.75181612342774
20228476,107.90427776227453
25933116,181.02870881006808
8052841,111.16722720002906
7177958,157.01916183798133
13378643,88.89020604395627
2204397,103.3078332771279
22866619,103.04048756257431
12287479,84.37785488155922
6759264,63.54393049910159
26199962,131.96862559747282
3531190,248.48407898912487
15067291,157.2865075525349
21343278,14.75119300105991
23256946,33.71369738164245
12346131,254.51576320366902
12972320,304.28315281367
62230,55.25601844778839
25262332,158.62323612530284
19348233,107.90427776227453
289995,103.57517899168148
20786225,211.50990067955115
28471411,255.05578182542106
17269342,156.21712469432057
15113377,81.16970630691621
9572448,107.90427776227453
6329973,179.95932595185374
212544,104.64456184989581
6956274,81.4370520214698
7750282,88.94177338169199
272706,103.57517899168148
26893530,52.89490263057422
16333699,183.21904186423248
20540868,14.75119300105991
1972126,277.09385085673284
6937897,156.21712469432057
6113839,180.22667166640733
14851530,80.90236059236263
17861841,86.24927488343428
887292,284.39464116733245
13258556,110.09784434181474
6168663,164.23749613092806
9280902,80.90236059236263
258686,63.27658478454801
17531493,158.62323612530284
26000559,83.57581773789846
23108981,183.21904186423248
29458518,183.21904186423248
26107882,775.0091846137078
12547357,107.90427776227453
19069915,109.0284614836004
27520341,183.21904186423248
12894048,156.21712469432057
6845877,110.09784434181474
28531920,230.40770507495264
9347368,312.75969418333125
22206760,107.90427776227453
20799199,199.95868720563678
14330038,193.9707132846107
18655581,107.90427776227453
29536152,423.5236306885936
21827433,206.64287695447513
28862785,136.03037865351232
29680421,230.40770507495264
19945974,153.4372993479375
7748422,82.58639580721245
14663344,178.08790594997868
9733227,102.77314184802073
19811020,179.15728880819302
18720911,156.21712469432057
11320246,157.5538532670885
16667109,211.77724639410474
27611223,59.84589120896739
18511001,133.30535417024075
6346456,205.08982311989058
19455284,103.57517899168148
13094250,81.97174345057695
15917981,158.08854469619567
4783674,107.90427776227453
18777640,63.81127621365518
893853,178.62259737908585
26934498,159.69261898351715
22278941,158.08854469619567
21081172,301.02020337591546
121473,81.97174345057695
13771885,83.57581773789846
19750474,183.21904186423248
16869999,156.75181612342774
23678832,107.90427776227453
20744786,270.08751453022944
27953850,208.54647095651742
26497309,159.69261898351715
12652964,80.90236059236263
22232328,296.02004884192695
24538544,195.5747875719322
14894267,109.0284614836004
9838523,132.45229657384303
13300113,83.30847202334488
21593823,129.77505901793265
21121688,107.90427776227453
22929942,107.90427776227453
7265079,103.57517899168148
13377443,132.45229657384303
20073605,107.90427776227453
7202612,82.7737805942377
21476172,156.21712469432057
12379298,156.75181612342774
9825967,109.42425872684645
13959346,107.90427776227453
302309,334.6304754389894
19413670,80.90236059236263
14332210,205.00986219236225
16981845,157.9011599091704
16630483,178.08790594997868
3209980,157.82119898164208
29410763,281.9576410564331
20611,104.37721613534222
19785676,107.90427776227453
27544201,102.77314184802073
21610552,107.90427776227453
9487684,109.0284614836004
2919885,153.16995363338393
26420986,109.0284614836004
27573342,228.51365821013323
6986781,183.21904186423248
20009122,156.21712469432057
2730497,56.386515780961304
16321789,81.4370520214698
29521447,159.45421374375493
5507371,80.90236059236263
21516275,179.95932595185374
22531031,102.77314184802073
22016473,104.37721613534222
28736154,234.7689778457129
21367901,88.94177338169199
19158672,221.82946846129485
21921178,157.82119898164208
19604307,107.90427776227453
2641730,84.11050916700563
19624565,357.30329383830815
14175040,156.75181612342774
9444819,281.9576410564331
27857198,369.89549658064436
13190121,254.95572388652116
13868137,94.26964632004179
17080093,80.90236059236263
3827442,178.08790594997868
19872862,62.74189335544084
13145377,109.0284614836004
22229817,156.21712469432057
2107939,81.70439773602337
682155,157.82119898164208
3568596,158.08854469619567
6261971,183.21904186423248
6553661,107.31801899543164
5545560,250.5944511157609
24244827,183.21904186423248
26549354,211.42615934164823
21915201,320.835413368049
20149184,254.95572388652116
22586473,158.08854469619567
26828970,178.62259737908585
11775127,183.21904186423248
27237617,226.96060437554868
14452731,157.82119898164208
25168678,183.21904186423248
22438519,159.45421374375493
23502842,132.50331702658
21378123,81.89531940855882
21631186,78.22512303645222
20885420,103.04048756257431
8186181,112.77130148735056
24077483,157.2865075525349
24779615,62.47454764088725
24635562,64.34596764276233
6576336,63.00923906999442
21721898,157.9011599091704
11148990,248.21673327457128
19159503,107.90427776227453
6923161,156.21712469432057
24896533,107.90427776227453
22971074,227.89900585349773
28175959,234.7689778457129
23917877,350.4024331661758
27311481,156.48447040887416
15984234,450.3940195932414
27936839,80.90236059236263
19861740,156.21712469432057
5728014,156.21712469432057
13733309,203.40578790504074
27846079,200.05874514453663
21568187,83.84316345245205
9078739,83.30847202334488
17477221,203.40578790504074
